len,accuracy
50,0.48
100,0.48
150,0.4866666666666667
200,0.485
250,0.492
300,0.5
350,0.49714285714285716
400,0.5
450,0.5
500,0.512
550,0.509090909090909
600,0.515
650,0.5107692307692308
700,0.5114285714285715
750,0.5093333333333333
800,0.5075
850,0.5035294117647059
900,0.51
950,0.5147368421052632
1000,0.516
1050,0.5161904761904762
1100,0.5072727272727273
1150,0.5069565217391304
